report_id,user_name,type,img_links,blocks_broken,reporter_id,summary,undeleted,created_at,happened_at,punishment
182,snowplex,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/556855995700215829/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/556856129922138112/unknown.png}",209,376302485612134410,bad boy 4 day ban,t,2019-03-17 08:07:46.619724,2019-03-17,
183,Snowplex,grief,{https://cdn.discordapp.com/attachments/404688028641263636/557751399463649280/unknown.png},835,254361795278536715,"",t,2019-03-19 19:25:19.941756,2019-03-17,
184,HAHAHAHAAA,chat,"{https://i.imgur.com/IgXvp5P.png,https://cdn.discordapp.com/attachments/404688028641263636/558019668825210890/nI8kwUk.png}",0,539535197935239179,"",t,2019-03-20 13:11:03.591159,2019-03-20,
185,Zingoo,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/558025930979934234/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/558026018389229608/2LGCacU.png,https://cdn.discordapp.com/attachments/404688028641263636/558026926724349963/unknown.png}",727,455015701166686208,why are you reading this,t,2019-03-20 13:41:01.781693,2019-03-17,
186,loganzo bean,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/558029052062072853/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/558029082386890752/YP422k3.png,https://cdn.discordapp.com/attachments/404688028641263636/558029744042672147/unknown.png}",1390,455015701166686208,ok,t,2019-03-20 13:51:27.726545,2019-02-09,
187,TinFoil,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/558068554394763264/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/558068602385989632/unknown.png}",746,254361795278536715,"",t,2019-03-20 16:28:30.926091,2019-03-11,
188,Shade,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/558687827521437697/kV1uMqx.png,https://cdn.discordapp.com/attachments/404688028641263636/558687855182872576/CPR7ri9.png,https://cdn.discordapp.com/attachments/404688028641263636/558687881422438409/g5AmtFR.png}",120,539535197935239179,"",t,2019-03-22 09:26:20.433827,2019-03-21,
189,inspiredkangaroo,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/558726142283087876/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/558726783642370049/unknown.png}",9,376302485612134410,first offence,t,2019-03-22 12:03:45.36008,2019-03-22,
190,GamnigMan,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/558757183882395679/o5MPvyQ.png,https://cdn.discordapp.com/attachments/404688028641263636/558757624632311819/Capture_2019-03-22_22_03_04.png}",70,539535197935239179,"",t,2019-03-22 14:03:26.74319,2019-03-22,
191,GamnigMan,grief,{https://cdn.discordapp.com/attachments/404688028641263636/558757968162848808/Capture_2019-03-22_22_02_40.png},331,539535197935239179,"",t,2019-03-22 14:04:54.91099,2019-03-22,
192,GamnigMan,grief,{https://cdn.discordapp.com/attachments/404688028641263636/558759958557097994/WxhBrsP.png},460,539535197935239179,nonje,t,2019-03-22 14:15:55.074658,2019-03-22,
193,qwerbobq,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/558761658923876394/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/558761960930279444/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/558762148298358784/unknown.png}",117,376302485612134410,banned for 2 days since 100/50 is 2,t,2019-03-22 14:21:31.129961,2019-03-20,
194,Goldy,grief,{https://cdn.discordapp.com/attachments/404688028641263636/558953411882778640/si39yIh.png},169,539535197935239179,"",t,2019-03-23 03:01:37.297386,2019-03-21,
195,Sen_Sei,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/559802417420566529/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/559802572135989250/hC9XmAB.png,https://cdn.discordapp.com/attachments/404688028641263636/559802814470160394/unknown.png}",330,455015701166686208,succ,t,2019-03-25 11:16:53.792812,2019-03-25,
196,MERLIN,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/559804712531263503/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/559804833570488320/zSqTzrj.png,https://cdn.discordapp.com/attachments/404688028641263636/559805452846628885/unknown.png}",924,455015701166686208,imagine if staff was good <:pepega:552304040357396500>,t,2019-03-25 11:28:09.773294,2019-03-17,
197,Niksyn,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/559809031141720084/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/559809106873942046/cEcsL92.png,https://cdn.discordapp.com/attachments/404688028641263636/559809587746832386/unknown.png}",199,455015701166686208,minecraft died and fortnite good,t,2019-03-25 11:44:20.110082,2019-03-24,
198,Allah Snackbar,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/559813016993136640/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/559813089399406622/rVxJx4T.png,https://cdn.discordapp.com/attachments/404688028641263636/559813328185065472/unknown.png}",131,455015701166686208,hands down best name ever,t,2019-03-25 11:58:45.517377,2019-03-24,
199,jax,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/559815083513872414/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/559815330827075605/unknown.png}",624,376302485612134410,600/50 = 12 day ban,t,2019-03-25 12:06:38.934198,2019-03-24,
200,unlucky,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/559821459070124062/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/559821611612504065/unknown.png}",10,376302485612134410,"he broke 10 then rplaced it
first offence so warn",t,2019-03-25 12:31:37.222523,2019-03-25,
201,Sen_Sei,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/560221946982170624/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560222014351081488/unknown.png}",1666,254361795278536715,"",t,2019-03-26 15:02:42.873328,2019-03-25,
202,LEPRIKON,grief,{https://cdn.discordapp.com/attachments/404688028641263636/560224128351731742/unknown.png},17529,254361795278536715,"",t,2019-03-26 15:11:20.494882,2019-03-26,
203,jocho,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560461899205050372/Capture_2019-03-27_15_54_17.png,https://cdn.discordapp.com/attachments/404688028641263636/560461916569337857/Capture_2019-03-27_15_55_05.png,https://cdn.discordapp.com/attachments/404688028641263636/560461945321553922/Knipsel3.PNG}",135,539535197935239179,"",t,2019-03-27 06:55:48.388674,2019-03-23,
204,Hundeir,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560462891988418590/Knipsel4.PNG,https://cdn.discordapp.com/attachments/404688028641263636/560462938469695500/Capture_2019-03-27_15_58_36.png,https://cdn.discordapp.com/attachments/404688028641263636/560462952583397389/Capture_2019-03-27_15_59_03.png}",1158,539535197935239179,"",t,2019-03-27 07:00:22.445071,2019-03-27,
205,proskilzzz,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/560464693823537152/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560465002021126144/unknown.png}",2822,539535197935239179,"",t,2019-03-27 07:07:14.61227,2019-03-13,
206,A waste of oxygen,grief,{https://cdn.discordapp.com/attachments/404688028641263636/560466199100653598/unknown.png},32,539535197935239179,"",t,2019-03-27 07:13:29.978576,2019-03-25,
207,Niksyn,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560467112527790089/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560467410411585567/unknown.png}",337,539535197935239179,"",t,2019-03-27 07:17:37.633739,2019-03-24,
208,plonkygaming,grief,{https://cdn.discordapp.com/attachments/404688028641263636/560469422297579540/unknown.png},273,539535197935239179,"",t,2019-03-27 07:25:35.345609,2019-03-25,
209,UchihaYui,grief,{https://cdn.discordapp.com/attachments/404688028641263636/560470183731527680/unknown.png},89,539535197935239179,"",t,2019-03-27 07:29:47.025675,2019-03-24,
210,Allah Snackbar,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560517579261739008/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560517633712062490/l2X35rW.png,https://cdn.discordapp.com/attachments/404688028641263636/560517913501499423/unknown.png}",172,455015701166686208,i love how i dont care about anything D:,t,2019-03-27 10:38:25.414587,2019-03-24,
211,lucky4ces13,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560519387686240256/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560519443990577155/d6bSElI.png,https://cdn.discordapp.com/attachments/404688028641263636/560519615978012693/unknown.png}",22,455015701166686208,dont build near the spawn kids,t,2019-03-27 10:45:14.269333,2019-03-25,
212,Alpha,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/560521373974528021/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560521517662863380/DG1ZVFM.png,https://cdn.discordapp.com/attachments/404688028641263636/560521770893967360/unknown.png}",123,455015701166686208,ask rust,t,2019-03-27 10:53:42.229185,2019-03-25,
213,allah snackbar,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560541193352511488/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560541411347267594/unknown.png}",6400,376302485612134410,pban pban pban pban pban pban vpban pban pban pban pban pban pban,t,2019-03-27 12:12:03.18471,2019-03-24,
214,some lad,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560934072680185866/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560934313944809502/unknown.png}",271,376302485612134410,"this is a big boy grief
5 day ban",t,2019-03-28 14:13:02.316877,2019-03-28,
236,Elijah Morgenstern,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/562632379412381700/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562632547251519508/unknown.png}",473,539535197935239179,"",t,2019-04-02 06:41:01.346482,2019-03-31,
215,some lad,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560935164964896788/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560935382485565440/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560935746895347712/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560935944946057225/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560936174621949982/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560936389550800899/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560936607448956948/unknown.png}",2486,376302485612134410,"bad homosexual
pban",t,2019-03-28 14:22:39.706447,2019-03-27,
216,"fmfejreetghk,",grief,"{https://cdn.discordapp.com/attachments/404688028641263636/560981689220726784/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/560981745827184663/unknown.png}",3249,254361795278536715,"",t,2019-03-28 17:23:13.952664,2019-03-26,
217,-_-,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/561216193869119508/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561216348710109194/uL0sXqO.png,https://cdn.discordapp.com/attachments/404688028641263636/561217238942875668/unknown.png}",43,455015701166686208,"couldnt find any history of the tunnels on the upper picture, filled them in manually",t,2019-03-29 08:58:05.074105,2019-03-24,
218,JaRiex,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561219405854408704/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561219457922498575/xKuFq9F.png,https://cdn.discordapp.com/attachments/404688028641263636/561219738261520384/unknown.png}",495,455015701166686208,subscribe to t-series,t,2019-03-29 09:07:30.850179,2019-03-27,
219,ABCDFEG,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561221362371264537/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561221458416762881/zr1mC4I.png,https://cdn.discordapp.com/attachments/404688028641263636/561221858104442931/unknown.png}",215,455015701166686208,something,t,2019-03-29 09:15:50.677564,2019-03-28,
220,John Wick,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561225670303416340/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561225747822542879/jJ468py.png,https://cdn.discordapp.com/attachments/404688028641263636/561225961765470276/unknown.png}",2,455015701166686208,the summary is a lie,t,2019-03-29 09:32:13.151276,2019-03-22,
221,qwerbobq,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561659016543993967/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561659326322704396/unknown.png}",110,376302485612134410,2 day ban,t,2019-03-30 14:13:45.844749,2019-03-28,
222,epic,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561676744076165140/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561676911902851125/unknown.png}",7376,376302485612134410,bad boy pban,t,2019-03-30 15:23:45.008355,2019-03-30,
223,-_-,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561678461811294228/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561678531898114068/unknown.png}",8,539535197935239179,"",t,2019-03-30 15:30:03.897201,2019-03-25,
224,WarMan,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/561682243282665483/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561682360001757235/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561682932310212628/unknown.png}",871,539535197935239179,noone,t,2019-03-30 15:47:33.885608,2019-03-30,
225,gamercrazy,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561947500697747456/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561947772983443467/unknown.png}",76,539535197935239179,"",t,2019-03-31 09:20:25.547066,2019-03-14,
226,EpicGaymer,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561948419447586836/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561948747165335582/unknown.png}",185,539535197935239179,"",t,2019-03-31 09:23:56.083771,2019-03-17,
227,unlucky,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/561950606617739284/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/561950804991279122/unknown.png}",65,539535197935239179,"",t,2019-03-31 09:32:02.211208,2019-03-25,
228,Rino master,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/562259129935200287/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562259231072583680/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562259446978576404/unknown.png}",249,539535197935239179,"",t,2019-04-01 05:58:31.051974,2019-03-31,
229,Rino master,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/562260582590578689/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562261040054665256/unknown.png}",3719,539535197935239179,"I have rolled back 18h (he did not place any blocks in this time span, and only placed 67 within his session, so I could conclude he only griefed within this time).",t,2019-04-01 06:06:42.898333,2019-03-31,
230,Some Lad,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/562262357641003014/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562262514881003521/unknown.png}",1081,539535197935239179,"",t,2019-04-01 06:11:05.089379,2019-03-27,
231,Luke,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/562263103656689666/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562263223575773195/unknown.png}",252,539535197935239179,"",t,2019-04-01 06:13:31.691871,2019-03-26,
232,tayler,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/562341552723197969/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562341678028029954/unknown.png}",113,376302485612134410,2 day ban,t,2019-04-01 11:25:28.494684,2019-03-30,
234,super sayan,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/562628578051620875/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562628626047303710/unknown.png}",8,539535197935239179,"",t,2019-04-02 06:25:23.199161,2019-03-16,
235,spider,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/562631517499555841/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562631676052897802/unknown.png}",931,539535197935239179,I rollbacked the whole guy because he did not place much and I could not find grief of him anywhere after swooping multiple times.,t,2019-04-02 06:38:09.921659,2019-03-28,
700,Muni,grief,{https://cdn.discordapp.com/attachments/404688028641263636/625246902711091220/9NUB6EQ.png},399,455015701166686208,8 day ban,t,2019-09-22 01:28:19.291331,2019-09-22,
233,Elijah Morgenstern,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/562355287953113108/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/562355436993511424/unknown.png}",18,376302485612134410,i warned her,t,2019-04-01 12:20:03.696964,2019-04-01,
237,zirian,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/563075655022018592/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/563075807631769603/unknown.png}",96,539535197935239179,"",t,2019-04-03 12:02:23.803077,2019-04-01,
238,Sen_Sei,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/563712011196694548/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/563712202880712734/unknown.png}",50,539535197935239179,"",t,2019-04-05 06:11:09.212244,2019-04-04,
239,fax machine,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/563759356227747850/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/563759424301432850/Wsgj4FA.png,https://cdn.discordapp.com/attachments/404688028641263636/563759637053046784/unknown.png}",69,455015701166686208,you lazy people look at staff logs,t,2019-04-05 09:20:07.955924,2019-02-13,
240,Sen_Sei,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/563773105680547841/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/563773288975826985/Qrnckh9.png,https://cdn.discordapp.com/attachments/404688028641263636/563773702689390729/unknown.png}",43,455015701166686208,bis the lazy man trying to get out of reports,t,2019-04-05 10:15:43.776664,2019-04-04,
241,Sen_Sei,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/564221353407021075/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564221624346214400/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564221829774835714/unknown.png}",177,539535197935239179,"",t,2019-04-06 15:55:29.272257,2019-04-04,
242,aaa,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/564504002906030092/Knipsel6.PNG,https://cdn.discordapp.com/attachments/404688028641263636/564504030974574603/unknown.png}",107,539535197935239179,"",t,2019-04-07 10:37:42.513987,2019-04-07,
243,{-multiverse-},tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/564526962186518540/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564527216504078346/unknown.png}",137,376302485612134410,first offence so warn,t,2019-04-07 12:09:59.280008,2019-04-01,
244,Unbelievable yeti go,grief,{https://cdn.discordapp.com/attachments/404688028641263636/564530173123362819/unknown.png},14,376302485612134410,big ad guy gets a warn,t,2019-04-07 12:22:20.076918,2019-03-18,
245,ASDDSA,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/564799970868199427/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564800240809410560/unknown.png}",21,539535197935239179,"",t,2019-04-08 06:14:37.150112,2019-02-14,
246,{-multiverse-},tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/564800871423016990/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564801183667978240/unknown.png}",48,539535197935239179,"",t,2019-04-08 06:18:22.799302,2019-03-31,
247,Hunts but a tank,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/564802322857721871/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564802539812421652/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564802604391989254/unknown.png}",96,539535197935239179,"",t,2019-04-08 06:24:02.109583,2019-03-27,
248,WarMan,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/564803274478452747/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/564803421836804099/unknown.png}",26,539535197935239179,"",t,2019-04-08 06:27:17.175421,2019-03-29,
249,Delta-X,hack,{https://cdn.discordapp.com/attachments/404688028641263636/564865316568432690/unknown.png},0,539535197935239179,"Hunter has given Delta access to these hacks, but there is no movement needed towards him, as he himself did not use hacks",t,2019-04-08 10:33:14.044567,2019-04-08,
250,Delta-X,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/565182036734640141/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/565182269896261641/unknown.png}",8895,539535197935239179,"I have rollbacked the whole guy, also the placed walls, I have found where they were placed and it was an obstructive waterfall like creation that went trough 20 builds, demolishing walls the people set themselves while at it.",t,2019-04-09 07:34:16.844728,2019-04-08,
251,elijah morgenstern,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/565536263285899274/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/565536389249237012/unknown.png}",1931,376302485612134410,repoended case and a pban,t,2019-04-10 06:59:57.911672,2019-04-01,
252,4K,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/565811492771856384/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/565811604097204225/unknown.png}",1609,539535197935239179,"",t,2019-04-11 01:13:38.561221,2019-04-08,
253,EpicGaymer,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/565812757463564288/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/565813010375901194/unknown.png}",25,539535197935239179,"",t,2019-04-11 01:19:03.620014,2019-03-17,
254,javi c,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/566006291026280468/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/566006915642032138/unknown.png}",1,376302485612134410,its 1 block warn,t,2019-04-11 14:10:01.355593,2019-03-09,
255,anubis,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/566255851485134848/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/566256006296895498/unknown.png}",68,539535197935239179,"",t,2019-04-12 06:40:49.443847,2019-04-12,
256,Crazyoml,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/566331019054284821/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/566331206153666591/unknown.png}",152,539535197935239179,"",t,2019-04-12 11:38:17.75656,2019-04-08,
257,URMOMGEY,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/566386267349057556/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/566386420764246042/unknown.png}",5419,539535197935239179,"ingame warn, I have rollbacked those 77 placed blocks as the guy did not mind me doing it and the blocks being halfway trough this tunnel making it hard for me to rollback the stuff.",t,2019-04-12 15:18:19.52999,2019-04-12,
258,Ihaveapatcher,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/567067213522141186/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567067583149375488/unknown.png}",1912,539535197935239179,"",t,2019-04-14 12:24:18.211481,2019-04-14,
260,downfalling,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/567306636105089024/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567306793168928768/VtFouUd.png,https://cdn.discordapp.com/attachments/404688028641263636/567307091430211594/unknown.png}",4955,455015701166686208,"the guy used multiple accounts in order to do more griefs, ill rollback everything else he did",t,2019-04-15 04:16:16.866514,2019-04-15,
275,malfredaw,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/570562487267754008/Capture_2019-04-24_12_48_23.png,https://cdn.discordapp.com/attachments/404688028641263636/570562545656528936/Knipsel9.PNG,https://cdn.discordapp.com/attachments/404688028641263636/570562602854383629/Capture_2019-04-24_12_50_10.png,https://cdn.discordapp.com/attachments/404688028641263636/570562641945165824/unknown.png}",27967,539535197935239179,"grief passed the screen, wouldve needed to screen the whole map",t,2019-04-24 03:53:07.454848,2019-04-24,
259,whaleship,hack,"{https://cdn.discordapp.com/attachments/404688028641263636/567302377145892864/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567302428219670528/yJDe7RJ.png,https://cdn.discordapp.com/attachments/404688028641263636/567307521241645066/unknown.png}",5018,455015701166686208,"the guy was using hacks to grief, i couldnt obtain him live doing it but hopefully the pictures will satisify you enough",t,2019-04-15 03:59:32.217375,2019-04-15,
262,Alexsandia,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/567445413678809090/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567445530637238277/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567445561599459328/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567445588161986570/unknown.png}",5,298516367311765505,lul???,t,2019-04-15 13:26:20.199048,2019-04-13,
261,MikeIDontLike,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/567444017319772172/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567444061909286938/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567444101918883857/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567444653482442756/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567444685484982288/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567445818169360384/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567445870010695701/unknown.png}",152,298516367311765505,very odd grief tbh,t,2019-04-15 13:23:01.14132,2019-04-14,
263,sniper,grief,{https://cdn.discordapp.com/attachments/404688028641263636/567467518118068224/unknown.png},181,254361795278536715,"",t,2019-04-15 14:53:30.586549,2019-04-15,
264,dysporomorph,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/567913769846439946/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/567913839048523786/unknown.png}",1433,254361795278536715,"",t,2019-04-16 20:28:00.084567,2019-04-16,
265,Wanheda,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/568136310808903680/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/568136409546883088/sL3HUb7.png,https://cdn.discordapp.com/attachments/404688028641263636/568138681454690304/unknown.png}",998,455015701166686208,warned him in-game,t,2019-04-17 11:20:48.146077,2019-04-17,
266,Engineer,tunnel,"{https://cdn.discordapp.com/attachments/404688028641263636/568171513493061698/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/568171645726883840/unknown.png}",27,376302485612134410,first offence so warn,t,2019-04-17 13:31:26.180844,2019-04-17,
267,synetvik,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/568757433925632013/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/568757454184251413/Capture_2019-04-19_13_18_06.png}",4,539535197935239179,"",t,2019-04-19 04:19:15.858219,2019-04-19,
268,B,grief,{https://cdn.discordapp.com/attachments/404688028641263636/568865005630652416/unknown.png},75,539535197935239179,forgot to get the ss before the rollback sorry dad,t,2019-04-19 11:26:50.999098,2019-04-18,
269,-_-,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/568871458541928468/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/568871604101185560/unknown.png}",1542,539535197935239179,grief/placed blocks on people's creations spread through the whole server.,t,2019-04-19 11:53:14.926356,2019-04-19,
270,brat,grief,{https://cdn.discordapp.com/attachments/404688028641263636/569257027801579528/unknown.png},21,376302485612134410,"",t,2019-04-20 13:24:55.752544,2019-04-19,
271,Marius,tunnel,{https://cdn.discordapp.com/attachments/404688028641263636/569260396964478976/unknown.png},292,376302485612134410,first tunnel so warn,t,2019-04-20 13:38:12.064063,2019-04-19,
272,ShadowDragon4800,grief,{https://cdn.discordapp.com/attachments/404688028641263636/569385551635939346/unknown.png},64,254361795278536715,"",t,2019-04-20 21:55:17.179058,2019-04-21,
273,Guide,hack,{https://cdn.discordapp.com/attachments/404688028641263636/569595809344258078/unknown.png},0,539535197935239179,"I warned and he left to disable, ill just watch what happens",t,2019-04-21 11:50:44.081664,2019-04-21,
274,just_player306,tunnel,{https://cdn.discordapp.com/attachments/404688028641263636/570269547442077720/unknown.png},368,539535197935239179,"",t,2019-04-23 08:27:50.784739,2019-04-22,
277,Waltronix Server,grief,"{https://cdn.discordapp.com/attachments/404688028641263636/570747745519009793/unknown.png,https://cdn.discordapp.com/attachments/404688028641263636/570747778947350538/Capture_2019-04-25_01_07_16.png,https://cdn.discordapp.com/attachments/404688028641263636/570747951346089984/unknown.png}",5387,539535197935239179,"",t,2019-04-24 16:10:38.751208,2019-04-24,
